,gross_return,turnover,cost,net_return,long_leg_ret,short_leg_ret
2010-03-22,0.0,0.0,0.0,0.0,,
2010-03-23,0.0,0.0,0.0,0.0,,
2010-03-24,0.0,0.0,0.0,0.0,,
2010-03-25,0.0,0.0,0.0,0.0,,
2010-03-26,0.0,0.0,0.0,0.0,,
2010-03-29,0.0,0.0,0.0,0.0,,
2010-03-30,0.0,0.0,0.0,0.0,,
2010-03-31,0.0,0.0,0.0,0.0,,
2010-04-01,0.0,0.0,0.0,0.0,,
2010-04-02,0.0,0.0,0.0,0.0,,
2010-04-06,0.0,0.0,0.0,0.0,,
2010-04-07,0.0,0.0,0.0,0.0,,
2010-04-08,0.0,0.0,0.0,0.0,,
2010-04-09,0.0,0.0,0.0,0.0,,
2010-04-12,0.0,0.0,0.0,0.0,,
2010-04-13,0.0,0.0,0.0,0.0,,
2010-04-14,0.0,0.0,0.0,0.0,,
2010-04-15,0.0,0.0,0.0,0.0,,
2010-04-16,0.0,0.0,0.0,0.0,,
2010-04-19,0.0,0.0,0.0,0.0,,
2010-04-20,0.0,0.0,0.0,0.0,,
2010-04-21,0.0,0.0,0.0,0.0,,
2010-04-22,0.0,0.0,0.0,0.0,,
2010-04-23,0.0,0.0,0.0,0.0,,
2010-04-26,0.0,0.0,0.0,0.0,,
2010-04-27,0.0,0.0,0.0,0.0,,
2010-04-28,0.0,0.0,0.0,0.0,,
2010-04-29,0.0,0.0,0.0,0.0,,
2010-04-30,0.0,0.0,0.0,0.0,,
2010-05-03,0.0,0.0,0.0,0.0,,
2010-05-04,0.0,0.0,0.0,0.0,,
2010-05-05,0.0,0.0,0.0,0.0,,
2010-05-06,0.0,0.0,0.0,0.0,,
2010-05-07,0.0,0.0,0.0,0.0,,
2010-05-10,0.0,0.0,0.0,0.0,,
2010-05-11,0.0,0.0,0.0,0.0,,
2010-05-12,0.0,0.0,0.0,0.0,,
2010-05-13,0.0,0.0,0.0,0.0,,
2010-05-14,0.0,0.0,0.0,0.0,,
2010-05-17,0.0,0.0,0.0,0.0,,
2010-05-18,0.0,0.0,0.0,0.0,,
2010-05-19,0.0,0.0,0.0,0.0,,
2010-05-20,0.0,0.0,0.0,0.0,,
2010-05-21,0.0,0.0,0.0,0.0,,
2010-05-24,0.0,0.0,0.0,0.0,,
2010-05-25,0.0,0.0,0.0,0.0,,
2010-05-26,0.0,0.0,0.0,0.0,,
2010-05-27,0.0,0.0,0.0,0.0,,
2010-05-28,0.0,0.0,0.0,0.0,,
2010-05-31,0.0,0.0,0.0,0.0,,
2010-06-01,0.0,0.0,0.0,0.0,,
2010-06-02,0.0,0.0,0.0,0.0,,
2010-06-03,0.0,0.0,0.0,0.0,,
2010-06-04,0.0,0.0,0.0,0.0,,
2010-06-07,0.0,0.0,0.0,0.0,,
2010-06-08,0.0,0.0,0.0,0.0,,
2010-06-09,0.0,0.0,0.0,0.0,,
2010-06-10,0.0,0.0,0.0,0.0,,
2010-06-11,0.0,0.0,0.0,0.0,,
2010-06-14,0.0,0.0,0.0,0.0,,
2010-06-17,0.0,0.0,0.0,0.0,,
2010-06-18,0.0,0.0,0.0,0.0,,
2010-06-21,0.0,0.0,0.0,0.0,,
2010-06-22,0.0,0.0,0.0,0.0,,
2010-06-23,0.0,0.0,0.0,0.0,,
2010-06-24,0.0,0.0,0.0,0.0,,
2010-06-25,0.0,0.0,0.0,0.0,,
2010-06-28,0.0,0.0,0.0,0.0,,
2010-06-29,0.0,0.0,0.0,0.0,,
2010-06-30,0.0,0.0,0.0,0.0,,
2010-07-01,0.0,0.0,0.0,0.0,,
2010-07-02,0.0,0.0,0.0,0.0,,
2010-07-05,0.0,0.0,0.0,0.0,,
2010-07-06,0.0,0.0,0.0,0.0,,
2010-07-07,0.0,0.0,0.0,0.0,,
2010-07-08,0.0,0.0,0.0,0.0,,
2010-07-09,0.0,0.0,0.0,0.0,,
2010-07-12,0.0,0.0,0.0,0.0,,
2010-07-13,0.0,0.0,0.0,0.0,,
2010-07-14,0.0,0.0,0.0,0.0,,
2010-07-15,0.0,0.0,0.0,0.0,,
2010-07-16,0.0,0.0,0.0,0.0,,
2010-07-19,0.0,0.0,0.0,0.0,,
2010-07-20,0.0,0.0,0.0,0.0,,
2010-07-21,0.0,0.0,0.0,0.0,,
2010-07-22,0.0,0.0,0.0,0.0,,
2010-07-23,0.0,0.0,0.0,0.0,,
2010-07-26,0.0,0.0,0.0,0.0,,
2010-07-27,0.0,0.0,0.0,0.0,,
2010-07-28,0.0,0.0,0.0,0.0,,
2010-07-29,0.0,0.0,0.0,0.0,,
2010-07-30,0.0,0.0,0.0,0.0,,
2010-08-02,0.0,0.0,0.0,0.0,,
2010-08-03,0.0,0.0,0.0,0.0,,
2010-08-04,0.0,0.0,0.0,0.0,,
2010-08-05,0.0,0.0,0.0,0.0,,
2010-08-06,0.0,0.0,0.0,0.0,,
2010-08-09,0.0,0.0,0.0,0.0,,
2010-08-10,0.0,0.0,0.0,0.0,,
2010-08-11,0.0,0.0,0.0,0.0,,
2010-08-12,0.0,0.0,0.0,0.0,,
2010-08-13,0.0,0.0,0.0,0.0,,
2010-08-16,0.0,0.0,0.0,0.0,,
2010-08-17,0.0,0.0,0.0,0.0,,
2010-08-18,0.0,0.0,0.0,0.0,,
2010-08-19,0.0,0.0,0.0,0.0,,
2010-08-20,0.0,0.0,0.0,0.0,,
2010-08-23,0.0,0.0,0.0,0.0,,
2010-08-24,0.0,0.0,0.0,0.0,,
2010-08-25,0.0,0.0,0.0,0.0,,
2010-08-26,0.0,0.0,0.0,0.0,,
2010-08-27,0.0,0.0,0.0,0.0,,
2010-08-30,0.0,0.0,0.0,0.0,,
2010-08-31,0.0,0.0,0.0,0.0,,
2010-09-01,0.0,0.0,0.0,0.0,,
2010-09-02,0.0,0.0,0.0,0.0,,
2010-09-03,0.0,0.0,0.0,0.0,,
2010-09-06,0.0,0.0,0.0,0.0,,
2010-09-07,0.0,0.0,0.0,0.0,,
2010-09-08,0.0,0.0,0.0,0.0,,
2010-09-09,0.0,0.0,0.0,0.0,,
2010-09-10,0.0,0.0,0.0,0.0,,
2010-09-13,0.0,0.0,0.0,0.0,,
2010-09-14,0.0,0.0,0.0,0.0,,
2010-09-15,0.0,0.0,0.0,0.0,,
2010-09-16,0.0,0.0,0.0,0.0,,
2010-09-17,0.0,0.0,0.0,0.0,,
2010-09-20,0.0,0.0,0.0,0.0,,
2010-09-21,0.0,0.0,0.0,0.0,,
2010-09-24,0.0,0.0,0.0,0.0,,
2010-09-27,0.0,0.0,0.0,0.0,,
2010-09-28,0.0,0.0,0.0,0.0,,
2010-09-29,0.0,0.0,0.0,0.0,,
2010-09-30,0.0,0.0,0.0,0.0,,
2010-10-07,0.0,0.0,0.0,0.0,,
2010-10-08,0.0,0.0,0.0,0.0,,
2010-10-11,0.0,0.0,0.0,0.0,,
2010-10-12,0.0,0.0,0.0,0.0,,
2010-10-13,0.0,0.0,0.0,0.0,,
2010-10-14,0.0,0.0,0.0,0.0,,
2010-10-15,0.0,0.0,0.0,0.0,,
2010-10-18,0.0,0.0,0.0,0.0,,
2010-10-19,0.0,0.0,0.0,0.0,,
2010-10-20,0.0,0.0,0.0,0.0,,
2010-10-21,0.0,0.0,0.0,0.0,,
2010-10-22,0.0,0.0,0.0,0.0,,
2010-10-25,0.0,0.0,0.0,0.0,,
2010-10-26,0.0,0.0,0.0,0.0,,
2010-10-27,0.0,0.0,0.0,0.0,,
2010-10-28,0.0,0.0,0.0,0.0,,
2010-10-29,0.0,0.0,0.0,0.0,,
2010-11-01,0.0,0.0,0.0,0.0,,
2010-11-02,0.0,0.0,0.0,0.0,,
2010-11-03,0.0,0.0,0.0,0.0,,
2010-11-04,0.0,0.0,0.0,0.0,,
2010-11-05,0.0,0.0,0.0,0.0,,
2010-11-08,0.0,0.0,0.0,0.0,,
2010-11-09,0.0,0.0,0.0,0.0,,
2010-11-10,0.0,0.0,0.0,0.0,,
2010-11-11,0.0,0.0,0.0,0.0,,
2010-11-12,0.0,0.0,0.0,0.0,,
2010-11-15,0.0,0.0,0.0,0.0,,
2010-11-16,0.0,0.0,0.0,0.0,,
2010-11-17,0.0,0.0,0.0,0.0,,
2010-11-18,0.0,0.0,0.0,0.0,,
2010-11-19,0.0,0.0,0.0,0.0,,
2010-11-22,0.0,0.0,0.0,0.0,,
2010-11-23,0.0,0.0,0.0,0.0,,
2010-11-24,0.0,0.0,0.0,0.0,,
2010-11-25,0.0,0.0,0.0,0.0,,
2010-11-26,0.0,0.0,0.0,0.0,,
2010-11-29,0.0,0.0,0.0,0.0,,
2010-11-30,0.0,0.0,0.0,0.0,,
2010-12-01,0.0,0.0,0.0,0.0,,
2010-12-02,0.0,0.0,0.0,0.0,,
2010-12-03,0.0,0.0,0.0,0.0,,
2010-12-06,0.0,0.0,0.0,0.0,,
2010-12-07,0.0,0.0,0.0,0.0,,
2010-12-08,0.0,0.0,0.0,0.0,,
2010-12-09,0.0,0.0,0.0,0.0,,
2010-12-10,0.0,0.0,0.0,0.0,,
2010-12-13,0.0,0.0,0.0,0.0,,
2010-12-14,0.0,0.0,0.0,0.0,,
2010-12-15,0.0,0.0,0.0,0.0,,
2010-12-16,0.0,0.0,0.0,0.0,,
2010-12-17,0.0,0.0,0.0,0.0,,
2010-12-20,0.0,0.0,0.0,0.0,,
2010-12-21,0.0,0.0,0.0,0.0,,
2010-12-22,0.0,0.0,0.0,0.0,,
2010-12-23,0.0,0.0,0.0,0.0,,
2010-12-24,0.0,0.0,0.0,0.0,,
2010-12-27,0.0,0.0,0.0,0.0,,
2010-12-28,0.0,0.0,0.0,0.0,,
2010-12-29,0.0,0.0,0.0,0.0,,
2010-12-30,0.0,0.0,0.0,0.0,,
2010-12-31,0.0,0.0,0.0,0.0,,
2011-01-03,0.0,0.0,0.0,0.0,,
2011-01-04,0.0,0.0,0.0,0.0,,
2011-01-05,0.0,0.0,0.0,0.0,,
2011-01-06,0.0,0.0,0.0,0.0,,
2011-01-07,0.0,0.0,0.0,0.0,,
2011-01-10,0.0,0.0,0.0,0.0,,
2011-01-11,0.0,0.0,0.0,0.0,,
2011-01-12,0.0,0.0,0.0,0.0,,
2011-01-13,0.0,0.0,0.0,0.0,,
2011-01-14,0.0,0.0,0.0,0.0,,
2011-01-17,0.0,0.0,0.0,0.0,,
2011-01-18,0.0,0.0,0.0,0.0,,
2011-01-19,0.0,0.0,0.0,0.0,,
2011-01-20,0.0,0.0,0.0,0.0,,
2011-01-21,0.0,0.0,0.0,0.0,,
2011-01-24,0.0,0.0,0.0,0.0,,
2011-01-25,0.0,0.0,0.0,0.0,,
2011-01-26,0.0,0.0,0.0,0.0,,
2011-01-27,0.0,0.0,0.0,0.0,,
2011-01-28,0.0,0.0,0.0,0.0,,
2011-01-31,0.0,0.0,0.0,0.0,,
2011-02-01,0.0,0.0,0.0,0.0,,
2011-02-09,0.0,0.0,0.0,0.0,,
2011-02-10,0.0,0.0,0.0,0.0,,
2011-02-11,0.0,0.0,0.0,0.0,,
2011-02-14,0.0,0.0,0.0,0.0,,
2011-02-15,0.0,0.0,0.0,0.0,,
2011-02-16,0.0,0.0,0.0,0.0,,
2011-02-17,0.0,0.0,0.0,0.0,,
2011-02-18,0.0,0.0,0.0,0.0,,
2011-02-21,0.0,0.0,0.0,0.0,,
2011-02-22,0.0,0.0,0.0,0.0,,
2011-02-23,0.0,0.0,0.0,0.0,,
2011-02-24,0.0,0.0,0.0,0.0,,
2011-02-25,0.0,0.0,0.0,0.0,,
2011-02-28,0.0,0.0,0.0,0.0,,
2011-03-01,0.0,0.0,0.0,0.0,,
2011-03-02,0.0,0.0,0.0,0.0,,
2011-03-03,0.0,0.0,0.0,0.0,,
2011-03-04,0.0,0.0,0.0,0.0,,
2011-03-07,0.0,0.0,0.0,0.0,,
2011-03-08,0.0,0.0,0.0,0.0,,
2011-03-09,0.0,0.0,0.0,0.0,,
2011-03-10,0.0,0.0,0.0,0.0,,
2011-03-11,0.0,0.0,0.0,0.0,,
2011-03-14,0.0,0.0,0.0,0.0,,
2011-03-15,0.0,0.0,0.0,0.0,,
2011-03-16,0.0,0.0,0.0,0.0,,
2011-03-17,0.0,0.0,0.0,0.0,,
2011-03-18,0.0,0.0,0.0,0.0,,
2011-03-21,0.0,0.0,0.0,0.0,,
2011-03-22,0.0,0.0,0.0,0.0,,
2011-03-23,0.0,0.0,0.0,0.0,,
2011-03-24,0.0018152311121489096,1.0,0.0003,0.0015152311121489096,0.005504294598726763,0.0036890634865778538
2011-03-25,-0.01521891802197094,1.8,0.00054,-0.01575891802197094,-0.022499450357889417,-0.007280532335918477
2011-03-28,0.009072614219818476,1.3,0.00039,0.008682614219818476,0.0026977399659355583,-0.006374874253882917
2011-03-29,-0.0016581118950071082,1.6,0.00047999999999999996,-0.002138111895007108,0.0004627446772139665,0.0021208565722210747
2011-03-30,-0.0003586111259354296,1.1142857142857143,0.00033428571428571426,-0.0006928968402211439,-0.004513451539468408,-0.004154840413532979
2011-03-31,0.0029026532908816016,1.4285714285714286,0.00042857142857142855,0.0024740818623101733,0.005600627843329126,0.002697974552447524
2011-04-01,0.003863903970706628,0.5,0.00015,0.003713903970706628,0.012792517141563875,0.008928613170857247
2011-04-06,0.0005578861603361684,0.75,0.000225,0.00033288616033616845,-0.0034104739556871377,-0.003968360116023306
2011-04-07,-0.0013476218292657462,1.777777777777778,0.0005333333333333334,-0.0018809551625990795,0.013424814396565498,0.014772436225831242
2011-04-08,0.009555783760517855,0.9166666666666667,0.000275,0.009280783760517856,0.011019463863451318,0.0014636801029334623
2011-04-11,0.0001081614123148722,1.25,0.00037499999999999995,-0.00026683858768512776,-0.009963374108844347,-0.01007153552115922
2011-04-12,-0.006161634961121321,1.0,0.0003,-0.0064616349611213205,-0.00048065258068574757,0.005680982380435573
2011-04-13,-0.005330972012069935,1.2272727272727273,0.00036818181818181817,-0.005699153830251753,-0.01354368966154104,-0.008212717649471105
2011-04-14,-0.0001005983838630875,0.9696969696969697,0.0002909090909090909,-0.0003915074747721784,-0.005917738285686841,-0.0058171399018237535
2011-04-15,-0.006229286172741768,0.9,0.00027,-0.006499286172741768,0.0002287554403792358,0.006458041613121006
2011-04-18,-0.007654662680097535,1.0666666666666667,0.00031999999999999997,-0.007974662680097534,-0.023711871948338438,-0.0160572092682409
2011-04-19,0.0029342446924886683,0.5454545454545454,0.0001636363636363636,0.0027706083288523047,0.013590441189356373,0.010656196496867705
2011-04-20,-0.00040814018277816324,0.7333333333333334,0.00022,-0.0006281401827781633,0.003713573972994011,0.004121714155772175
2011-04-21,0.006542614647086184,1.1142857142857143,0.00033428571428571426,0.00620832893280047,0.004815797454176041,-0.001726817192910144
2011-04-22,0.006422676822001091,1.3863636363636362,0.00041590909090909086,0.006006767731092,2.930473133032352e-05,-0.006393372090670768
2011-04-25,-0.002631835103043221,0.85,0.00025499999999999996,-0.002886835103043221,-0.004519870231626398,-0.0018880351285831764
2011-04-26,-0.0023033957015012882,0.6285714285714287,0.0001885714285714286,-0.002491967130072717,-0.0071263029097756725,-0.004822907208274385
2011-04-27,0.003128654514579687,1.4,0.00041999999999999996,0.002708654514579687,0.01150971787908266,0.008381063364502972
2011-04-28,0.01127221327637078,0.8,0.00023999999999999998,0.01103221327637078,-0.00343026829784594,-0.01470248157421672
2011-04-29,-0.001635990081683214,0.9,0.00027,-0.001905990081683214,0.0012730046203723645,0.0029089947020555784
2011-05-03,-0.002739084831083716,1.2666666666666666,0.00037999999999999997,-0.003119084831083716,-0.00949831526113638,-0.006759230430052665
2011-05-04,-0.012485779209835204,0.2,5.9999999999999995e-05,-0.012545779209835203,-0.019999117176122173,-0.007513337966286971
2011-05-05,-0.0070139051577614315,0.9333333333333333,0.00028,-0.007293905157761431,-0.02009828608557253,-0.013084380927811102
2011-05-06,0.012509627684162875,0.2,5.9999999999999995e-05,0.012449627684162875,0.01799485636613211,0.0054852286819692345
2011-05-09,-0.007573285783267211,0.6666666666666667,0.0002,-0.007773285783267211,0.0010374461318123178,0.008610731915079528
2011-05-10,0.0011291395404601301,0.6428571428571428,0.0001928571428571428,0.0009362823976029873,-3.737204868879486e-05,-0.001166511589148925
2011-05-11,-0.017459813457071996,0.9285714285714287,0.0002785714285714286,-0.017738384885643426,-0.03100394013110692,-0.013544126674034929
2011-05-12,0.014076069336265224,0.28571428571428575,8.571428571428571e-05,0.013990355050550938,0.033753602646870905,0.019677533310605684
2011-05-13,-0.006546071901112117,0.7714285714285716,0.00023142857142857145,-0.0067775004725406885,-0.009773021211122246,-0.0032269493100101298
2011-05-16,0.01484193124711001,0.6666666666666667,0.0002,0.01464193124711001,0.008736048796815906,-0.006105882450294105
2011-05-17,-0.0031076989134576714,1.7888888888888888,0.0005366666666666666,-0.003644365580124338,-0.0035960440077466385,-0.0004883450942889667
2011-05-18,-0.003974084421347531,1.2666666666666666,0.00037999999999999997,-0.004354084421347531,0.0034460208243098783,0.007420105245657409
2011-05-19,-0.011802803305620845,0.6607142857142857,0.0001982142857142857,-0.012001017591335131,-0.00723695184739459,0.004565851458226256
2011-05-20,-0.000843655236095831,0.8333333333333334,0.00025,-0.001093655236095831,-0.0032925984863532375,-0.002448943250257407
2011-05-23,0.00721278518782721,1.0714285714285716,0.00032142857142857147,0.006891356616398638,0.0111217232944851,0.003908938106657889
2011-05-24,0.010878306283974837,0.9000000000000001,0.00027,0.010608306283974838,0.008973091379240617,-0.0019052149047342204
2011-05-25,-0.004463675778344682,1.577777777777778,0.00047333333333333336,-0.004937009111678016,0.007131453052914604,0.011595128831259287
2011-05-26,0.0032550282679609387,0.6666666666666666,0.00019999999999999998,0.0030550282679609386,0.00037719569648628524,-0.002877832571474654
2011-05-27,0.011004792440964972,0.9523809523809524,0.0002857142857142857,0.010719078155250687,0.00730688213795474,-0.0036979103030102324
2011-05-30,0.007140205866095602,1.6111111111111112,0.0004833333333333333,0.006656872532762269,0.006355387993003047,-0.0007848178730925545
2011-05-31,-0.002621629339926156,1.5555555555555554,0.00046666666666666655,-0.0030882960065928226,-0.005762528728128842,-0.0031408993882026857
2011-06-01,-0.00422118645357602,1.1666666666666665,0.00034999999999999994,-0.004571186453576019,0.001012527427788179,0.0052337138813642
2011-06-02,-0.005143436742325036,1.125,0.00033749999999999996,-0.005480936742325036,0.007037888533895642,0.012181325276220678
2011-06-03,0.004266088505330046,0.8977272727272727,0.00026931818181818177,0.003996770323511865,0.0007506186618438836,-0.003515469843486163
2011-06-07,0.0001230418730356396,1.2545454545454546,0.0003763636363636364,-0.00025332176332799677,-0.007120920226860556,-0.007243962099896195
2011-06-08,0.0006687925657089975,1.5272727272727273,0.00045818181818181814,0.0002106107475271794,-0.003071801010903297,-0.0037405935766122943
2011-06-09,-0.0009836834761742057,0.9666666666666668,0.00029,-0.0012736834761742058,0.0016985094627181747,0.0026821929388923804
2011-06-10,0.005722036984265301,0.9,0.00027,0.005452036984265301,-0.0009502633401648585,-0.006672300324430158
2011-06-13,-0.001773783639295963,1.2333333333333334,0.00037,-0.002143783639295963,0.00229325168919301,0.004067035328488973
2011-06-14,0.004596577358480209,1.119047619047619,0.0003357142857142857,0.004260863072765924,0.007584381753072948,0.002987804394592738
2011-06-15,0.004599924263976503,1.5476190476190477,0.0004642857142857143,0.004135638549690789,-0.006831557677904869,-0.011431481941881372
2011-06-16,-0.004350126195341808,0.6282051282051282,0.00018846153846153844,-0.004538587733803346,-0.0041333953636967236,0.00021673083164508444
2011-06-17,0.0007892482969319994,1.1153846153846152,0.00033461538461538454,0.00045463291231661484,-0.0049038229388421355,-0.005693071235774135
2011-06-20,-0.002245976822938234,0.8333333333333335,0.00025,-0.0024959768229382336,0.0039798382550158,0.006225815077954033
2011-06-21,-0.0016808144690690272,0.6153846153846154,0.0001846153846153846,-0.0018654298536844118,-0.0047028619668667134,-0.0030220474977976862
2011-06-22,0.004951337861287482,1.1384615384615384,0.0003415384615384615,0.004609799399749021,2.2280841195228735e-05,-0.004929057020092253
2011-06-23,-0.0034011795187527507,1.5,0.00045,-0.0038511795187527505,-0.0008572866331281737,0.002543892885624577
2011-06-24,-0.005363474872081679,1.0714285714285714,0.0003214285714285714,-0.00568490344351025,-0.0210873766176382,-0.01572390174555652
2011-06-27,0.0014682222151214952,0.5952380952380952,0.00017857142857142854,0.0012896507865500667,0.003476868852881084,0.002008646637759589
2011-06-28,-0.00022058752016647148,1.3333333333333335,0.0004,-0.0006205875201664714,0.0066036994458007255,0.006824286965967197
2011-06-29,0.0035602421576790954,0.48571428571428577,0.00014571428571428572,0.0034145278719648095,0.01252289054364624,0.008962648385967142
2011-06-30,-0.0030298942877738924,1.3714285714285714,0.0004114285714285714,-0.0034413228592024636,-0.006316315500816172,-0.0032864212130422786
2011-07-01,-0.014089680160909219,1.425,0.0004275,-0.01451718016090922,0.010579476794756765,0.02466915695566598
2011-07-04,-0.00409790886298396,0.7,0.00020999999999999998,-0.00430790886298396,-0.002292555484603035,0.0018053533783809251
2011-07-05,0.0005710422548223246,0.9555555555555555,0.0002866666666666666,0.000284375588155658,0.00545146876705301,0.004880426512230684
2011-07-06,-0.002883789287333248,0.8444444444444444,0.00025333333333333333,-0.003137122620666581,-0.003181056389492097,-0.00029726710215884913
2011-07-07,0.0015448438050609705,1.303030303030303,0.00039090909090909085,0.0011539347141518797,0.0074606809897197375,0.005915837184658768
2011-07-08,-0.000775392504143691,1.4848484848484849,0.00044545454545454543,-0.0012208470495982363,-0.002314901772752842,-0.0015395092686091515
2011-07-11,0.01592105348434223,0.8,0.00023999999999999998,0.01568105348434223,-0.001251626030121944,-0.017172679514464172
2011-07-12,0.0013360488716741329,1.1272727272727274,0.0003381818181818182,0.0009978670534923147,0.016556238655417888,0.015220189783743754
2011-07-13,-0.0029785209434026677,0.65,0.000195,-0.0031735209434026676,-0.001959955590396717,0.0010185653530059512
2011-07-14,0.008746912736900522,1.4404761904761902,0.000432142857142857,0.008314769879757666,0.011141158415719658,0.002394245678819137
2011-07-15,0.012270425120081412,1.2380952380952381,0.00037142857142857143,0.01189899654865284,0.00937349930869764,-0.0028969258113837695
2011-07-18,0.003502736050990103,1.5,0.00045,0.003052736050990103,0.006021285657965299,0.0025185496069751955
2011-07-19,-0.0033251970052811525,1.3333333333333335,0.0004,-0.0037251970052811527,-0.0034195867610872233,-9.438975580607079e-05
2011-07-20,-0.004511859897098517,1.2249999999999999,0.00036749999999999993,-0.004879359897098517,-0.0029551310748364814,0.0015567288222620354
2011-07-21,0.004845961608492424,0.8714285714285712,0.00026142857142857136,0.004584533037063853,0.0069243197593259476,0.0020783581508335225
2011-07-22,0.006166638642566456,1.547008547008547,0.00046410256410256407,0.005702536078463892,-0.002753760645310166,-0.008920399287876623
2011-07-25,0.007412660594131238,1.3692307692307693,0.0004107692307692307,0.007001891363362007,0.010463842645100297,0.003051182050969059
2011-07-26,0.01204828668565931,1.2,0.00035999999999999997,0.011688286685659311,0.006682659802403207,-0.005365626883256103
2011-07-27,-0.0019416176070422434,1.225,0.0003675,-0.002309117607042243,-0.0059969152887853205,-0.004055297681743078
2011-07-28,-0.010065481984381956,1.5,0.00045,-0.010515481984381956,-0.004440334167352326,0.00562514781702963
2011-07-29,0.007709372893125636,0.65,0.000195,0.007514372893125636,0.011656906806778826,0.003947533913653189
2011-08-01,0.025128805766438448,1.3777777777777778,0.0004133333333333333,0.024715472433105113,-0.000687049903387027,-0.02581585566982547
2011-08-02,-0.002647673822302898,1.5,0.00045,-0.003097673822302898,-0.0020254794183519943,0.0006221944039509042
2011-08-03,-0.006862857967557455,1.6000000000000003,0.00048000000000000007,-0.0073428579675574555,-0.008735263016787509,-0.0018724050492300525
2011-08-04,-0.03436899746902531,0.8666666666666667,0.00026,-0.03462899746902531,-0.04535813774330719,-0.010989140274281883
2011-08-05,-0.0064867020037273244,0.8333333333333334,0.00025,-0.006736702003727325,-0.009180393854925584,-0.002693691851198258
2011-08-08,-0.016675606163197652,1.0,0.0003,-0.016975606163197654,-0.021106804979200144,-0.004431198816002495
2011-08-09,0.006672823737390331,0.34285714285714286,0.00010285714285714284,0.0065699665945331874,0.015421647414205219,0.00874882367681489
2011-08-10,-0.0031935778683998043,1.0714285714285714,0.0003214285714285714,-0.0035150064398283757,0.006525833642291955,0.009719411510691759
2011-08-11,0.0018979761894437177,0.880952380952381,0.0002642857142857143,0.0016336904751580034,0.0006251995906705998,-0.0012727765987731177
2011-08-12,-0.011394427038406398,1.3181818181818183,0.00039545454545454546,-0.011789881583860944,-0.0018322479197221593,0.009562179118684238
2011-08-15,0.008555238081322736,0.34848484848484856,0.00010454545454545456,0.008450692626777282,-0.004573764206789255,-0.01312900228811199
2011-08-16,0.0026884129660313776,1.2,0.00035999999999999997,0.0023284129660313775,0.008677992037792792,0.0059895790717614155
2011-08-17,0.007521487596969726,1.0166666666666668,0.00030500000000000004,0.007216487596969726,0.005360550309904899,-0.002160937287064827
2011-08-18,-0.004803106032868217,1.0952380952380953,0.00032857142857142856,-0.005131677461439646,-0.0030923076206983867,0.00171079841216983
2011-08-19,-0.012426356949012701,0.8333333333333334,0.00025,-0.012676356949012701,-0.0076747303675441985,0.0047516265814685045
